player,team,mp,PTS,REB,AST,STL,BLK,TO,FGA,FTA,FG_PCT,game_date,team_score,opponent_score,TS%,TOV%
Jabari Walker,Blazers,9.266666666666667,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2023-11-03,115.0,113.0,0.0,0.0
Moses Brown,Blazers,,,,,,,,,,,2023-11-03,115.0,113.0,,
Justin Minaya,Blazers,,,,,,,,,,,2023-11-03,115.0,113.0,,
Kris Murray,Blazers,,,,,,,,,,,2023-11-03,115.0,113.0,,
Rayan Rupert,Blazers,,,,,,,,,,,2023-11-03,115.0,113.0,,
Kelly Oubre Jr.,76ers,26.383333333333333,8.0,8.0,1.0,2.0,0.0,0.0,9.0,3.0,0.333,2023-11-10,114.0,106.0,0.3875968992248061,0.0
Tobias Harris,76ers,37.766666666666666,24.0,5.0,2.0,0.0,1.0,3.0,15.0,6.0,0.533,2023-11-10,114.0,106.0,0.6802721088435374,0.1453488372093023
Joel Embiid,76ers,35.8,33.0,16.0,3.0,0.0,2.0,5.0,21.0,19.0,0.381,2023-11-10,114.0,106.0,0.5619891008174387,0.1455180442374854
De'Anthony Melton,76ers,29.7,10.0,3.0,2.0,3.0,1.0,0.0,9.0,4.0,0.333,2023-11-10,114.0,106.0,0.4646840148698885,0.0
Tyrese Maxey,76ers,39.36666666666667,29.0,6.0,11.0,3.0,1.0,0.0,19.0,9.0,0.474,2023-11-10,114.0,106.0,0.6315331010452961,0.0
Patrick Beverley,76ers,5.283333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-11-10,114.0,106.0,0.0,0.0
Nicolas Batum,76ers,26.466666666666665,3.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,0.5,2023-11-10,114.0,106.0,0.75,0.0
Robert Covington,76ers,14.416666666666666,3.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.333,2023-11-10,114.0,106.0,0.5,0.0
Marcus Morris Sr.,76ers,6.033333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-10,114.0,106.0,,
Paul Reed,76ers,12.2,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,2023-11-10,114.0,106.0,0.5,0.0
Jaden Springer,76ers,4.8,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2023-11-10,114.0,106.0,1.0,0.0
Furkan Korkmaz,76ers,1.7833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-11-10,114.0,106.0,0.0,0.0
Mo Bamba,76ers,,,,,,,,,,,2023-11-10,114.0,106.0,,
Danuel House Jr.,76ers,,,,,,,,,,,2023-11-10,114.0,106.0,,
KJ Martin,76ers,,,,,,,,,,,2023-11-10,114.0,106.0,,
Ausar Thompson,Pistons,32.266666666666666,12.0,13.0,4.0,1.0,3.0,2.0,11.0,1.0,0.545,2023-11-10,106.0,114.0,0.5244755244755245,0.1488095238095238
Isaiah Stewart,Pistons,31.683333333333334,10.0,6.0,2.0,0.0,1.0,3.0,10.0,0.0,0.4,2023-11-10,106.0,114.0,0.5,0.2307692307692307
Jalen Duren,Pistons,22.7,4.0,4.0,3.0,0.0,1.0,3.0,5.0,0.0,0.4,2023-11-10,106.0,114.0,0.4,0.375
Cade Cunningham,Pistons,35.78333333333333,21.0,4.0,7.0,0.0,0.0,4.0,18.0,4.0,0.444,2023-11-10,106.0,114.0,0.5313765182186234,0.1683501683501683
Killian Hayes,Pistons,38.583333333333336,23.0,5.0,6.0,2.0,0.0,2.0,17.0,7.0,0.471,2023-11-10,106.0,114.0,0.5727091633466136,0.0905797101449275
Stanley Umude,Pistons,17.35,10.0,4.0,1.0,0.0,0.0,0.0,2.0,8.0,0.5,2023-11-10,106.0,114.0,0.9057971014492754,0.0
Marcus Sasser,Pistons,34.6,9.0,3.0,4.0,0.0,0.0,0.0,13.0,2.0,0.231,2023-11-10,106.0,114.0,0.324207492795389,0.0
Marvin Bagley III,Pistons,13.3,6.0,5.0,1.0,0.0,0.0,1.0,4.0,0.0,0.75,2023-11-10,106.0,114.0,0.75,0.2
Jared Rhoden,Pistons,7.183333333333334,5.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.667,2023-11-10,106.0,114.0,0.8333333333333334,0.25
James Wiseman,Pistons,6.566666666666666,6.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2023-11-10,106.0,114.0,1.0,0.0
Malcolm Cazalon,Pistons,,,,,,,,,,,2023-11-10,106.0,114.0,,
Jaden Ivey,Pistons,,,,,,,,,,,2023-11-10,106.0,114.0,,
Kevin Knox II,Pistons,,,,,,,,,,,2023-11-10,106.0,114.0,,
Gordon Hayward,Hornets,36.016666666666666,27.0,5.0,9.0,4.0,1.0,0.0,20.0,8.0,0.5,2023-11-10,124.0,117.0,0.5739795918367347,0.0
P.J. Washington,Hornets,37.833333333333336,11.0,10.0,4.0,1.0,0.0,2.0,15.0,2.0,0.333,2023-11-10,124.0,117.0,0.3463476070528967,0.1118568232662192
Mark Williams,Hornets,29.766666666666666,21.0,24.0,3.0,0.0,0.0,0.0,21.0,2.0,0.476,2023-11-10,124.0,117.0,0.479890310786106,0.0
Brandon Miller,Hornets,31.58333333333333,12.0,3.0,2.0,1.0,2.0,1.0,16.0,2.0,0.313,2023-11-10,124.0,117.0,0.3554502369668246,0.0559284116331096
LaMelo Ball,Hornets,37.73333333333333,25.0,6.0,6.0,2.0,0.0,2.0,19.0,4.0,0.474,2023-11-10,124.0,117.0,0.6021194605009633,0.0878734622144112
JT Thor,Hornets,20.33333333333333,7.0,5.0,2.0,0.0,0.0,0.0,7.0,2.0,0.429,2023-11-10,124.0,117.0,0.4441624365482233,0.0
Theo Maledon,Hornets,15.583333333333334,4.0,5.0,4.0,1.0,0.0,2.0,5.0,0.0,0.4,2023-11-10,124.0,117.0,0.4,0.2857142857142857
Nick Richards,Hornets,18.23333333333333,15.0,7.0,0.0,1.0,1.0,1.0,5.0,8.0,1.0,2023-11-10,124.0,117.0,0.8802816901408451,0.1050420168067226
Bryce McGowens,Hornets,12.916666666666666,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.5,2023-11-10,124.0,117.0,0.5,0.3333333333333333
Amari Bailey,Hornets,,,,,,,,,,,2023-11-10,124.0,117.0,,
Leaky Black,Hornets,,,,,,,,,,,2023-11-10,124.0,117.0,,
Nick Smith Jr.,Hornets,,,,,,,,,,,2023-11-10,124.0,117.0,,
Ish Smith,Hornets,,,,,,,,,,,2023-11-10,124.0,117.0,,
Deni Avdija,Wizards,30.75,11.0,6.0,5.0,1.0,1.0,3.0,9.0,0.0,0.556,2023-11-10,117.0,124.0,0.6111111111111112,0.25
Kyle Kuzma,Wizards,29.08333333333333,17.0,6.0,1.0,0.0,0.0,3.0,17.0,1.0,0.412,2023-11-10,117.0,124.0,0.4873853211009173,0.146771037181996
Daniel Gafford,Wizards,30.08333333333333,10.0,9.0,1.0,2.0,4.0,2.0,7.0,3.0,0.571,2023-11-10,117.0,124.0,0.6009615384615384,0.193798449612403
Jordan Poole,Wizards,31.23333333333333,14.0,2.0,6.0,0.0,0.0,3.0,14.0,1.0,0.429,2023-11-10,117.0,124.0,0.4847645429362881,0.1720183486238532
Tyus Jones,Wizards,33.75,16.0,4.0,4.0,0.0,1.0,0.0,12.0,3.0,0.5,2023-11-10,117.0,124.0,0.6006006006006006,0.0
Corey Kispert,Wizards,16.35,15.0,4.0,0.0,0.0,0.0,0.0,6.0,2.0,0.833,2023-11-10,117.0,124.0,1.0901162790697674,0.0
Danilo Gallinari,Wizards,17.916666666666668,9.0,1.0,4.0,0.0,0.0,1.0,6.0,2.0,0.5,2023-11-10,117.0,124.0,0.6540697674418605,0.1269035532994923
Delon Wright,Wizards,14.25,4.0,2.0,6.0,1.0,0.0,0.0,3.0,3.0,0.333,2023-11-10,117.0,124.0,0.4629629629629629,0.0
Bilal Coulibaly,Wizards,19.633333333333333,10.0,2.0,1.0,0.0,0.0,2.0,4.0,4.0,0.5,2023-11-10,117.0,124.0,0.8680555555555556,0.2577319587628866
Landry Shamet,Wizards,16.95,11.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.4,2023-11-10,117.0,124.0,0.5268199233716475,0.0874125874125874
Patrick Baldwin Jr.,Wizards,,,,,,,,,,,2023-11-10,117.0,124.0,,
Johnny Davis,Wizards,,,,,,,,,,,2023-11-10,117.0,124.0,,
Anthony Gill,Wizards,,,,,,,,,,,2023-11-10,117.0,124.0,,
Mike Muscala,Wizards,,,,,,,,,,,2023-11-10,117.0,124.0,,
Ryan Rollins,Wizards,,,,,,,,,,,2023-11-10,117.0,124.0,,
Cameron Johnson,Nets,25.35,11.0,5.0,0.0,0.0,0.0,1.0,13.0,0.0,0.308,2023-11-10,107.0,121.0,0.4230769230769231,0.0714285714285714
Royce O'Neale,Nets,26.83333333333333,3.0,3.0,4.0,0.0,0.0,1.0,3.0,0.0,0.333,2023-11-10,107.0,121.0,0.5,0.25
Dorian Finney-Smith,Nets,27.48333333333333,9.0,3.0,2.0,0.0,1.0,0.0,6.0,0.0,0.5,2023-11-10,107.0,121.0,0.75,0.0
Mikal Bridges,Nets,27.683333333333334,12.0,5.0,1.0,0.0,0.0,2.0,11.0,3.0,0.364,2023-11-10,107.0,121.0,0.487012987012987,0.1396648044692737
Spencer Dinwiddie,Nets,19.933333333333334,12.0,4.0,4.0,0.0,0.0,2.0,7.0,4.0,0.429,2023-11-10,107.0,121.0,0.684931506849315,0.1858736059479554
Lonnie Walker IV,Nets,20.28333333333333,20.0,7.0,4.0,0.0,1.0,0.0,12.0,1.0,0.667,2023-11-10,107.0,121.0,0.8038585209003216,0.0
Trendon Watford,Nets,27.2,14.0,7.0,3.0,0.0,1.0,0.0,11.0,2.0,0.545,2023-11-10,107.0,121.0,0.5892255892255892,0.0
Day'Ron Sharpe,Nets,13.166666666666666,5.0,3.0,1.0,0.0,0.0,2.0,4.0,4.0,0.25,2023-11-10,107.0,121.0,0.4340277777777778,0.2577319587628866
Dennis Smith Jr.,Nets,26.95,14.0,4.0,7.0,0.0,0.0,0.0,10.0,4.0,0.5,2023-11-10,107.0,121.0,0.5952380952380952,0.0
Armoni Brooks,Nets,19.266666666666666,0.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2023-11-10,107.0,121.0,0.0,0.1666666666666666
Harry Giles III,Nets,5.85,7.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2023-11-10,107.0,121.0,1.1666666666666667,0.25
Ben Simmons,Nets,,,,,,,,,,,2023-11-10,107.0,121.0,,
Jaylen Brown,Celtics,29.48333333333333,28.0,3.0,5.0,1.0,0.0,3.0,19.0,5.0,0.526,2023-11-10,121.0,107.0,0.6603773584905661,0.1239669421487603
Jayson Tatum,Celtics,33.3,23.0,10.0,3.0,0.0,0.0,2.0,17.0,9.0,0.353,2023-11-10,121.0,107.0,0.5486641221374046,0.0871080139372822
Kristaps Porziņģis,Celtics,24.683333333333334,9.0,2.0,2.0,0.0,1.0,0.0,4.0,5.0,0.5,2023-11-10,121.0,107.0,0.7258064516129032,0.0
Jrue Holiday,Celtics,32.833333333333336,13.0,12.0,9.0,2.0,0.0,0.0,14.0,0.0,0.429,2023-11-10,121.0,107.0,0.4642857142857143,0.0
Derrick White,Celtics,26.816666666666663,11.0,4.0,5.0,0.0,1.0,0.0,10.0,2.0,0.4,2023-11-10,121.0,107.0,0.5055147058823529,0.0
Oshae Brissett,Celtics,7.766666666666667,2.0,3.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,2023-11-10,121.0,107.0,0.2100840336134453,0.0
Sam Hauser,Celtics,24.633333333333333,15.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,0.5,2023-11-10,121.0,107.0,0.75,0.0
Luke Kornet,Celtics,17.883333333333333,7.0,9.0,1.0,0.0,1.0,0.0,5.0,1.0,0.6,2023-11-10,121.0,107.0,0.6433823529411764,0.0
Payton Pritchard,Celtics,30.48333333333333,13.0,5.0,3.0,1.0,0.0,0.0,10.0,2.0,0.5,2023-11-10,121.0,107.0,0.5974264705882353,0.0
Svi Mykhailiuk,Celtics,8.583333333333334,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2023-11-10,121.0,107.0,0.0,0.6666666666666666
Dalano Banton,Celtics,3.533333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-11-10,121.0,107.0,0.0,0.0
Lamar Stevens,Celtics,,,,,,,,,,,2023-11-10,121.0,107.0,,
Brandon Ingram,Pelicans,38.68333333333333,31.0,6.0,5.0,0.0,1.0,4.0,24.0,9.0,0.458,2023-11-10,101.0,104.0,0.5543633762517882,0.1251564455569462
Zion Williamson,Pelicans,33.61666666666667,24.0,8.0,1.0,0.0,1.0,5.0,16.0,11.0,0.5,2023-11-10,101.0,104.0,0.5758157389635317,0.1934984520123839
Jonas Valančiūnas,Pelicans,29.416666666666668,15.0,9.0,2.0,0.0,4.0,2.0,12.0,1.0,0.583,2023-11-10,101.0,104.0,0.6028938906752411,0.1385041551246537
Dyson Daniels,Pelicans,40.85,10.0,10.0,2.0,1.0,0.0,2.0,6.0,6.0,0.333,2023-11-10,101.0,104.0,0.5787037037037037,0.18796992481203
Jordan Hawkins,Pelicans,41.266666666666666,14.0,7.0,1.0,2.0,0.0,3.0,11.0,4.0,0.364,2023-11-10,101.0,104.0,0.54858934169279,0.1903553299492386
Matt Ryan,Pelicans,16.183333333333334,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2023-11-10,101.0,104.0,0.0,0.5
Dereon Seabron,Pelicans,12.3,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2023-11-10,101.0,104.0,0.0,0.0
Larry Nance Jr.,Pelicans,14.716666666666669,1.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2023-11-10,101.0,104.0,0.5681818181818182,0.5319148936170213
Cody Zeller,Pelicans,3.866666666666666,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2023-11-10,101.0,104.0,1.1363636363636365,0.0
Jeremiah Robinson-Earl,Pelicans,9.116666666666667,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2023-11-10,101.0,104.0,1.25,0.0
Kira Lewis Jr.,Pelicans,,,,,,,,,,,2023-11-10,101.0,104.0,,
Naji Marshall,Pelicans,,,,,,,,,,,2023-11-10,101.0,104.0,,
Dillon Brooks,Rockets,20.883333333333333,10.0,2.0,2.0,2.0,1.0,0.0,7.0,5.0,0.429,2023-11-10,104.0,101.0,0.5434782608695653,0.0
Jabari Smith Jr.,Rockets,23.133333333333333,6.0,7.0,2.0,0.0,0.0,2.0,8.0,1.0,0.25,2023-11-10,104.0,101.0,0.3554502369668246,0.1915708812260536
Alperen Sengun,Rockets,33.65,24.0,8.0,3.0,2.0,1.0,4.0,15.0,5.0,0.733,2023-11-10,104.0,101.0,0.6976744186046512,0.1886792452830188
Jalen Green,Rockets,34.733333333333334,25.0,4.0,1.0,0.0,0.0,1.0,18.0,10.0,0.389,2023-11-10,104.0,101.0,0.5580357142857143,0.0427350427350427
Fred VanVleet,Rockets,40.48333333333333,20.0,3.0,8.0,1.0,1.0,1.0,15.0,2.0,0.467,2023-11-10,104.0,101.0,0.6297229219143576,0.0592417061611374
Jae'Sean Tate,Rockets,23.966666666666665,7.0,3.0,2.0,3.0,0.0,0.0,7.0,0.0,0.429,2023-11-10,104.0,101.0,0.5,0.0
Aaron Holiday,Rockets,14.366666666666667,5.0,0.0,2.0,1.0,0.0,0.0,5.0,2.0,0.2,2023-11-10,104.0,101.0,0.4251700680272109,0.0
Tari Eason,Rockets,19.05,2.0,8.0,0.0,0.0,2.0,0.0,8.0,0.0,0.125,2023-11-10,104.0,101.0,0.125,0.0
Jock Landale,Rockets,6.866666666666667,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2023-11-10,104.0,101.0,0.0,0.0
Jeff Green,Rockets,22.883333333333333,5.0,4.0,0.0,0.0,0.0,1.0,3.0,3.0,0.333,2023-11-10,104.0,101.0,0.5787037037037037,0.18796992481203
Reggie Bullock Jr.,Rockets,,,,,,,,,,,2023-11-10,104.0,101.0,,
Boban Marjanović,Rockets,,,,,,,,,,,2023-11-10,104.0,101.0,,
Nate Williams,Rockets,,,,,,,,,,,2023-11-10,104.0,101.0,,
Ochai Agbaji,Jazz,30.33333333333333,15.0,6.0,1.0,1.0,2.0,1.0,8.0,0.0,0.75,2023-11-10,127.0,121.0,0.9375,0.1111111111111111
John Collins,Jazz,37.88333333333333,18.0,3.0,0.0,0.0,4.0,3.0,6.0,7.0,0.833,2023-11-10,127.0,121.0,0.9911894273127754,0.2483443708609271
Lauri Markkanen,Jazz,37.3,26.0,7.0,1.0,2.0,2.0,3.0,13.0,6.0,0.615,2023-11-10,127.0,121.0,0.8312020460358056,0.1609442060085837
Keyonte George,Jazz,29.53333333333333,7.0,3.0,11.0,0.0,1.0,2.0,12.0,2.0,0.167,2023-11-10,127.0,121.0,0.2717391304347826,0.1344086021505376
Jordan Clarkson,Jazz,35.8,26.0,4.0,4.0,2.0,1.0,3.0,16.0,6.0,0.563,2023-11-10,127.0,121.0,0.6974248927038627,0.1386321626617375
Collin Sexton,Jazz,17.666666666666668,10.0,2.0,6.0,1.0,0.0,3.0,8.0,4.0,0.375,2023-11-10,127.0,121.0,0.5122950819672131,0.2351097178683385
Talen Horton-Tucker,Jazz,18.466666666666665,13.0,3.0,2.0,1.0,1.0,1.0,7.0,2.0,0.571,2023-11-10,127.0,121.0,0.8248730964467005,0.1126126126126126
Kelly Olynyk,Jazz,20.816666666666663,6.0,8.0,2.0,1.0,1.0,2.0,3.0,2.0,0.667,2023-11-10,127.0,121.0,0.7731958762886598,0.3401360544217687
Simone Fontecchio,Jazz,12.2,6.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,0.667,2023-11-10,127.0,121.0,1.0,0.25
Kris Dunn,Jazz,,,,,,,,,,,2023-11-10,127.0,121.0,,
Luka Samanic,Jazz,,,,,,,,,,,2023-11-10,127.0,121.0,,
Omer Yurtseven,Jazz,,,,,,,,,,,2023-11-10,127.0,121.0,,
Desmond Bane,Grizzlies,38.06666666666667,37.0,4.0,8.0,1.0,2.0,3.0,28.0,3.0,0.5,2023-11-10,121.0,127.0,0.630968622100955,0.0928217821782178
Jaren Jackson Jr.,Grizzlies,23.35,14.0,4.0,2.0,0.0,0.0,2.0,13.0,0.0,0.538,2023-11-10,121.0,127.0,0.5384615384615384,0.1333333333333333
Bismack Biyombo,Grizzlies,33.68333333333333,15.0,15.0,0.0,1.0,0.0,0.0,10.0,6.0,0.5,2023-11-10,121.0,127.0,0.5933544303797468,0.0
Marcus Smart,Grizzlies,24.9,8.0,1.0,2.0,0.0,1.0,1.0,9.0,2.0,0.333,2023-11-10,121.0,127.0,0.4048582995951417,0.0919117647058823
Jacob Gilyard,Grizzlies,34.05,14.0,4.0,8.0,1.0,0.0,2.0,10.0,0.0,0.5,2023-11-10,121.0,127.0,0.7,0.1666666666666666
Santi Aldama,Grizzlies,13.066666666666666,6.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.667,2023-11-10,121.0,127.0,0.7731958762886598,0.0
Luke Kennard,Grizzlies,21.05,14.0,1.0,1.0,0.0,1.0,0.0,11.0,0.0,0.455,2023-11-10,121.0,127.0,0.6363636363636364,0.0
Kenneth Lofton Jr.,Grizzlies,11.683333333333334,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2023-11-10,121.0,127.0,0.0,0.3333333333333333
David Roddy,Grizzlies,18.75,7.0,3.0,0.0,0.0,0.0,2.0,9.0,0.0,0.333,2023-11-10,121.0,127.0,0.3888888888888889,0.1818181818181818
John Konchar,Grizzlies,21.4,6.0,1.0,2.0,2.0,0.0,0.0,6.0,0.0,0.333,2023-11-10,121.0,127.0,0.5,0.0
Vince Williams Jr.,Grizzlies,,,,,,,,,,,2023-11-10,121.0,127.0,,
Jaden McDaniels,Timberwolves,26.133333333333333,10.0,5.0,0.0,2.0,0.0,0.0,11.0,0.0,0.455,2023-11-10,117.0,110.0,0.4545454545454545,0.0
Karl-Anthony Towns,Timberwolves,34.28333333333333,29.0,12.0,2.0,0.0,0.0,3.0,21.0,4.0,0.524,2023-11-10,117.0,110.0,0.6370826010544816,0.1164596273291925
Rudy Gobert,Timberwolves,33.733333333333334,11.0,10.0,1.0,1.0,0.0,1.0,10.0,1.0,0.5,2023-11-10,117.0,110.0,0.5268199233716475,0.0874125874125874
Anthony Edwards,Timberwolves,37.11666666666667,28.0,7.0,5.0,2.0,1.0,4.0,21.0,11.0,0.429,2023-11-10,117.0,110.0,0.541795665634675,0.1340482573726541
Mike Conley,Timberwolves,31.08333333333333,11.0,3.0,6.0,0.0,0.0,4.0,7.0,4.0,0.429,2023-11-10,117.0,110.0,0.6278538812785388,0.3134796238244514
Naz Reid,Timberwolves,18.23333333333333,7.0,3.0,0.0,0.0,2.0,0.0,7.0,0.0,0.429,2023-11-10,117.0,110.0,0.5,0.0
Nickeil Alexander-Walker,Timberwolves,18.73333333333333,9.0,3.0,4.0,0.0,1.0,0.0,4.0,2.0,0.75,2023-11-10,117.0,110.0,0.9221311475409836,0.0
Kyle Anderson,Timberwolves,26.3,6.0,5.0,4.0,1.0,0.0,4.0,2.0,4.0,1.0,2023-11-10,117.0,110.0,0.797872340425532,0.5154639175257733
Shake Milton,Timberwolves,14.383333333333333,6.0,3.0,1.0,0.0,0.0,2.0,4.0,1.0,0.5,2023-11-10,117.0,110.0,0.6756756756756757,0.3105590062111801
Troy Brown Jr.,Timberwolves,,,,,,,,,,,2023-11-10,117.0,110.0,,
Josh Minott,Timberwolves,,,,,,,,,,,2023-11-10,117.0,110.0,,
Daishen Nix,Timberwolves,,,,,,,,,,,2023-11-10,117.0,110.0,,
Keldon Johnson,Spurs,33.25,6.0,5.0,1.0,0.0,0.0,1.0,10.0,4.0,0.2,2023-11-10,110.0,117.0,0.2551020408163265,0.0783699059561128
Victor Wembanyama,Spurs,34.9,29.0,9.0,4.0,1.0,4.0,3.0,21.0,4.0,0.571,2023-11-10,110.0,117.0,0.6370826010544816,0.1164596273291925
Zach Collins,Spurs,24.016666666666666,11.0,2.0,5.0,0.0,1.0,1.0,6.0,0.0,0.833,2023-11-10,110.0,117.0,0.9166666666666666,0.1428571428571428
Devin Vassell,Spurs,34.65,29.0,3.0,4.0,1.0,0.0,1.0,16.0,9.0,0.5,2023-11-10,110.0,117.0,0.7264529058116233,0.0477099236641221
Jeremy Sochan,Spurs,29.7,14.0,7.0,5.0,3.0,0.0,6.0,11.0,2.0,0.545,2023-11-10,110.0,117.0,0.5892255892255892,0.3355704697986577
Cedi Osman,Spurs,16.083333333333332,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.5,2023-11-10,110.0,117.0,0.5,0.0
Malaki Branham,Spurs,16.183333333333334,6.0,2.0,1.0,2.0,0.0,0.0,11.0,0.0,0.273,2023-11-10,110.0,117.0,0.2727272727272727,0.0
Tre Jones,Spurs,25.8,8.0,4.0,4.0,1.0,1.0,2.0,8.0,0.0,0.5,2023-11-10,110.0,117.0,0.5,0.2
Charles Bassey,Spurs,11.15,2.0,6.0,2.0,0.0,2.0,0.0,3.0,0.0,0.333,2023-11-10,110.0,117.0,0.3333333333333333,0.0
Doug McDermott,Spurs,14.266666666666667,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.25,2023-11-10,110.0,117.0,0.375,0.0
Dominick Barlow,Spurs,,,,,,,,,,,2023-11-10,110.0,117.0,,
Julian Champagnie,Spurs,,,,,,,,,,,2023-11-10,110.0,117.0,,
Devonte' Graham,Spurs,,,,,,,,,,,2023-11-10,110.0,117.0,,
Sandro Mamukelashvili,Spurs,,,,,,,,,,,2023-11-10,110.0,117.0,,
Blake Wesley,Spurs,,,,,,,,,,,2023-11-10,110.0,117.0,,
Paul George,Clippers,22.633333333333333,8.0,3.0,2.0,1.0,0.0,2.0,12.0,1.0,0.25,2023-11-10,126.0,144.0,0.3215434083601286,0.1385041551246537
Kawhi Leonard,Clippers,29.08333333333333,26.0,3.0,4.0,0.0,0.0,2.0,15.0,8.0,0.533,2023-11-10,126.0,144.0,0.7019438444924406,0.0974658869395711
Ivica Zubac,Clippers,22.05,12.0,8.0,1.0,0.0,2.0,1.0,9.0,4.0,0.556,2023-11-10,126.0,144.0,0.5576208178438662,0.0850340136054421
James Harden,Clippers,29.15,14.0,5.0,3.0,2.0,0.0,2.0,6.0,6.0,0.5,2023-11-10,126.0,144.0,0.8101851851851851,0.18796992481203
Russell Westbrook,Clippers,20.45,14.0,5.0,2.0,3.0,0.0,2.0,11.0,5.0,0.455,2023-11-10,126.0,144.0,0.5303030303030303,0.131578947368421
Bones Hyland,Clippers,28.766666666666666,17.0,4.0,6.0,1.0,0.0,2.0,9.0,6.0,0.556,2023-11-10,126.0,144.0,0.7302405498281787,0.1466275659824046
Terance Mann,Clippers,29.066666666666663,11.0,6.0,3.0,0.0,0.0,0.0,8.0,0.0,0.625,2023-11-10,126.0,144.0,0.6875,0.0
P.J. Tucker,Clippers,6.166666666666667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023-11-10,126.0,144.0,0.0,0.0
Norman Powell,Clippers,11.133333333333333,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2023-11-10,126.0,144.0,0.0,0.6666666666666666
Moussa Diabate,Clippers,15.833333333333334,11.0,9.0,0.0,0.0,0.0,0.0,6.0,4.0,0.667,2023-11-10,126.0,144.0,0.7087628865979382,0.0
Amir Coffey,Clippers,12.916666666666666,6.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,0.333,2023-11-10,126.0,144.0,0.436046511627907,0.0
Kobe Brown,Clippers,12.75,7.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.75,2023-11-10,126.0,144.0,0.875,0.2
Derrick Jones Jr.,Mavericks,28.85,11.0,10.0,3.0,3.0,0.0,0.0,10.0,2.0,0.4,2023-11-10,144.0,126.0,0.5055147058823529,0.0
Grant Williams,Mavericks,15.883333333333333,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.5,2023-11-10,144.0,126.0,0.5,0.3333333333333333
Dereck Lively II,Mavericks,26.216666666666665,6.0,4.0,1.0,0.0,1.0,1.0,8.0,0.0,0.375,2023-11-10,144.0,126.0,0.375,0.1111111111111111
Kyrie Irving,Mavericks,28.28333333333333,27.0,6.0,3.0,2.0,0.0,2.0,19.0,6.0,0.421,2023-11-10,144.0,126.0,0.6238447319778189,0.0846023688663282
Luka Dončić,Mavericks,31.683333333333334,44.0,6.0,6.0,1.0,0.0,1.0,21.0,4.0,0.81,2023-11-10,144.0,126.0,0.9666080843585236,0.042087542087542
Tim Hardaway Jr.,Mavericks,26.75,17.0,3.0,3.0,0.0,0.0,0.0,13.0,3.0,0.462,2023-11-10,144.0,126.0,0.5935754189944134,0.0
Josh Green,Mavericks,17.65,3.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.25,2023-11-10,144.0,126.0,0.375,0.0
Dwight Powell,Mavericks,21.78333333333333,9.0,5.0,4.0,1.0,0.0,1.0,3.0,5.0,0.667,2023-11-10,144.0,126.0,0.8653846153846153,0.1612903225806451
Olivier-Maxence Prosper,Mavericks,5.05,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2023-11-10,144.0,126.0,0.2659574468085106,0.0
Danté Exum,Mavericks,18.383333333333333,8.0,2.0,6.0,0.0,0.0,0.0,7.0,0.0,0.429,2023-11-10,144.0,126.0,0.5714285714285714,0.0
